,Name,Label,Semi-major axis(m),Inclination,Raan
301,0 TOPO 1,1.1400000000000001,7462972.870634127,99.94743573760886,312.6508117926872
302,0 INTELSAT 3-F7,1.22,42160595.26542477,2.6274009394640925,279.5487999565981
303,0 NNSS 19 (TRANSIT 19),1.12,7447598.8942956785,89.88773214062056,243.9578872305676
304,0 OPS 7329,1.06,42180447.08306737,11.013803938140226,216.84847753721752
305,0 COSMOS 374,1.02,7659975.653750744,62.95892251184664,185.00196615005027
306,0 COSMOS 375,1.02,7655430.336827006,62.82802246504149,60.590821665098936
307,0 TANSEI 1 (MS-T1),1.23,7419314.3276509885,29.66571060739131,236.88338470097983
308,0 COSMOS 397,1.1,7742901.684025691,65.72422350061883,297.31200630808183
309,0 COSMOS 412,1.03,7885380.031615728,74.01562646532636,130.70374673495962
310,0 SHINSEI (MS-F2),1.1,7743267.93084456,32.05161146050366,264.87849471102453
311,0 COSMOS 448,1.18,7856354.3292113235,74.02712646943836,197.83517073874282
312,0 COSMOS 450,1.03,7873467.224078609,74.03002647047529,18.24190652264978
313,0 OPS 9432 (DSCS 2-2),1.06,42190998.04424859,6.4975023232731735,291.34560417471107
314,0 METEOR 1-10,1.07,7232375.53615741,81.25942905544967,121.20724333935152
315,0 INTELSAT 4-F4,1.01,42287979.82270477,11.18070399781768,313.6902121643393
316,0 METEOR 1-12,1.16,7261138.074714933,81.22462904300644,69.51872485739607
317,0 COSMOS 509,1.18,7863781.091798438,74.02562646890199,270.12899658841513
318,0 COSMOS 510,1.03,7880337.287239246,74.02612646908078,82.37882945570699
319,0 COSMOS 514,1.21,7335617.74059189,82.96952966692015,313.20041198920444
320,0 OAO 3 (COPERNICUS),1.2,7077879.178282556,35.008112517642104,27.44600981370613
321,0 OPS 8180 (STP RADSAT),1.24,7049601.0558343185,98.64553527209604,264.0096944003727
322,0 NIMBUS 5,1.1400000000000001,7472041.213033812,99.92893573099389,313.5816121255079
323,0 OPS 9390,1.06,42195969.02143155,13.71700490470768,278.60689961980836
324,0 COSMOS 539,1.1,7738187.458266932,74.01542646525486,108.02483862579763
325,0 METEOR 1-14,1.25,7245696.855053195,81.24182904915655,22.142307917293053
